,pesquisa,titulo,link,comentario,comentario_ingles
152,drone,Drone E99 Pro2 Wifi 4k Câmera Dupla 2 Baterias Brinde Case,https://produto.mercadolivre.com.br/MLB-3085736759-drone-e99-pro2-wifi-4k-cmera-dupla-2-baterias-brinde-case-_JM#position=46&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,Bateria dura pouco poderia ser maior para ter mais carga mas o produto funciona muito bem.,hard little battery could be bigger to have more charge but the product works very well
153,drone,Drone Quadricoptero Ufo Com Controle Remoto E Luzes De Led.,https://produto.mercadolivre.com.br/MLB-1204409331-drone-quadricoptero-ufo-com-controle-remoto-e-luzes-de-led-_JM#position=40&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,Profissional bom obrigado bbnnnn.,good professional thanks bbnnnn
154,drone,"Drone L900 Pro Se 4k Gps 1,2km 25m 2 Baterias",https://produto.mercadolivre.com.br/MLB-2178030533-drone-l900-pro-se-4k-gps-12km-25m-2-baterias-_JM#position=31&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,Me atendeu no que eu queria. Portanto dou nota 1000.,you got me what i wanted so i give it a 1000
155,drone,"Drone L900 Pro Se 4k Gps 1,2km 25m 2 Baterias",https://produto.mercadolivre.com.br/MLB-2178030533-drone-l900-pro-se-4k-gps-12km-25m-2-baterias-_JM#position=31&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,"Drone fraco, qualquer ventinho tira da rota perde o controle e cai.",weak drone any little wind blows off course loses control and crashes
156,drone,Drone Pofissional L900 Pro Se 4k Gps 2 Baterias Bag + Nf-e,https://produto.mercadolivre.com.br/MLB-3240080133-drone-pofissional-l900-pro-se-4k-gps-2-baterias-bag-nf-e-_JM#position=51&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,Aparentemente bom.,apparently good
157,drone,Drone Zll Sg908 Max 3km 3eixos 26min (sensor) +case Nf,https://produto.mercadolivre.com.br/MLB-2105467292-drone-zll-sg908-max-3km-3eixos-26min-sensor-case-nf-_JM#position=50&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,"Muito bom, tanto no acabamento quanto no funcionamento.",very good both in the finish and in the operation
158,drone,Mini Drone Zangão Lsrc Wi-fi Preto Câmera Grande-angular,https://produto.mercadolivre.com.br/MLB-1952843714-mini-drone-zango-lsrc-wi-fi-preto-cmera-grande-angular-_JM#position=33&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,Deveria vir mais uma bateria!!!.,there should be another battery
159,drone,"Drone L900 Pro Se 4k Gps 1,2km 25m 2 Baterias",https://produto.mercadolivre.com.br/MLB-2178030533-drone-l900-pro-se-4k-gps-12km-25m-2-baterias-_JM#position=31&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,"A principio venho certinho fiz os primeiros teste fora, uma bateria estava ruim deu um minuto o aparelho ja marco falta de bateria a outra certinho.",at first i came right i did the first tests outside a battery was bad gave a minute the device already mark lack of battery to another right
160,drone,"Drone L900 Pro Se 4k Gps 1,2km 25m 2 Baterias",https://produto.mercadolivre.com.br/MLB-2178030533-drone-l900-pro-se-4k-gps-12km-25m-2-baterias-_JM#position=31&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,Drone muito bom.,very good drone
161,drone,Drone Quadricoptero Ufo Com Controle Remoto E Luzes De Led.,https://produto.mercadolivre.com.br/MLB-1204409331-drone-quadricoptero-ufo-com-controle-remoto-e-luzes-de-led-_JM#position=40&search_layout=grid&type=item&tracking_id=39633c18-e68c-4202-a9ef-a1a4c582e976,"Meu filho amou, super recomendo!.",my son loved it i highly recommend it
162,ferro de passar roupa,Ferro De Passar Roupas Black & Decker Seco Preto Automático,https://produto.mercadolivre.com.br/MLB-1184291408-ferro-de-passar-roupas-black-decker-seco-preto-automatico-_JM#position=38&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,"Bom, atende o necessario.",well take care of whats necessary
163,ferro de passar roupa,Ferro De Passar Roupas Black Decker Seco 220 Volts O Melhor,https://produto.mercadolivre.com.br/MLB-1683500414-ferro-de-passar-roupas-black-decker-seco-220-volts-o-melhor-_JM#position=49&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,Muito bom. Recomendo a todos. Qualidade excelente.,very good i recommend it to everyone excellent quality
164,ferro de passar roupa,Ferro De Passar Roupas Black & Decker Seco Preto Automático,https://produto.mercadolivre.com.br/MLB-1184291408-ferro-de-passar-roupas-black-decker-seco-preto-automatico-_JM#position=38&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,Excelente! estamos satisfeitos com o produto!.,excellent we are satisfied with the product
165,ferro de passar roupa,Ferro De Passar Roupas Black & Decker Seco Preto Automático,https://produto.mercadolivre.com.br/MLB-1184291408-ferro-de-passar-roupas-black-decker-seco-preto-automatico-_JM#position=38&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,Muito bom gostei. Pratico de usar.,very good like it practical to use
166,ferro de passar roupa,Ferro De Passar Roupas Black & Decker Seco Preto Automático,https://produto.mercadolivre.com.br/MLB-1184291408-ferro-de-passar-roupas-black-decker-seco-preto-automatico-_JM#position=38&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,Nao esquenta direito. Me arrependi.,dont worry about it im sorry
167,ferro de passar roupa,Ferro Passar Roupa A Vapor Profissional Industrial 1000 Watt,https://produto.mercadolivre.com.br/MLB-3264891565-ferro-passar-roupa-a-vapor-profissional-industrial-1000-watt-_JM#position=45&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,Produto bom.,good product
168,ferro de passar roupa,Ferro Passar Roupas A Vapor Industrial Completo - 1300 Watts,https://produto.mercadolivre.com.br/MLB-911687426-ferro-passar-roupas-a-vapor-industrial-completo-1300-watts-_JM#position=46&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,Produto de boa qualidade atende a necessidade.,good quality product meets the need
169,ferro de passar roupa,Ferro De Passar Roupas Vapor Antiaderente 127v Electrolux,https://produto.mercadolivre.com.br/MLB-2909986823-ferro-de-passar-roupas-vapor-antiaderente-127v-electrolux-_JM#position=43&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,Top demais.,too top
170,ferro de passar roupa,Ferro De Passar Roupa A Vapor Britânia Bfv200az,https://produto.mercadolivre.com.br/MLB-2687963271-ferro-de-passar-roupa-a-vapor-britnia-bfv200az-_JM#position=41&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,"Achei bom, recomendo.",i thought it was good i recommend it
171,ferro de passar roupa,Ferro De Passar Roupas Black & Decker Seco Preto Automático,https://produto.mercadolivre.com.br/MLB-1184291408-ferro-de-passar-roupas-black-decker-seco-preto-automatico-_JM#position=38&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,"Muito bom, atende as minhas necessidades.",very good it meets my needs
172,ferro de passar roupa,Ferro De Passar Roupas Black & Decker Seco Preto Automático,https://produto.mercadolivre.com.br/MLB-1184291408-ferro-de-passar-roupas-black-decker-seco-preto-automatico-_JM#position=38&search_layout=stack&type=item&tracking_id=7c2aaef6-a3bb-4d89-a644-c64203c90ca7,Ferro bem bom. E qualidade excelente.,very good iron and excellent quality
173,fones de ouvido sem fio,Fone De Ouvido Bluetooth 5.0 Par Sem Fio Duplo Inteligente,https://produto.mercadolivre.com.br/MLB-3310504359-fone-de-ouvido-bluetooth-50-par-sem-fio-duplo-inteligente-_JM#position=8&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Estou esperando receber a troca como prometido.,im hoping to get the exchange as promised
174,fones de ouvido sem fio,Fone De Ouvido F9-5 Bluetooth Original Carregador D Celular,https://produto.mercadolivre.com.br/MLB-2822661945-fone-de-ouvido-f9-5-bluetooth-original-carregador-d-celular-_JM#position=11&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Ele carrega melhor com o carregador do celular. E a carga dura muito.,it charges better with the phone charger and the load lasts too long
175,fones de ouvido sem fio,Fone De Ouvido Bluetooth Par Sem Fio Duplo Original,https://produto.mercadolivre.com.br/MLB-3282667423-fone-de-ouvido-bluetooth-par-sem-fio-duplo-original-_JM#position=34&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Produto nao e bom meu so um fone funcionou.,product is not good my only one phone worked
176,fones de ouvido sem fio,Fone De Ouvido Sem Fio Bluetooth In-ear Tws Com Anatel,https://produto.mercadolivre.com.br/MLB-2883158232-fone-de-ouvido-sem-fio-bluetooth-in-ear-tws-com-anatel-_JM#position=28&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Muito top recomendo.,i highly recommend it
177,fones de ouvido sem fio,Fone De Ouvido Bluetooth Original Tws In-ear Com Anatel,https://produto.mercadolivre.com.br/MLB-2644791475-fone-de-ouvido-bluetooth-original-tws-in-ear-com-anatel-_JM#position=13&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,O produto corresponde ao anunciado.,the product corresponds to the advertised
178,fones de ouvido sem fio,Fone De Ouvido Bluetooth Par Sem Fio Duplo Original,https://produto.mercadolivre.com.br/MLB-3282667423-fone-de-ouvido-bluetooth-par-sem-fio-duplo-original-_JM#position=34&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Top demais.,too top
179,fones de ouvido sem fio,Fone De Ouvido F9-5 Bluetooth Original Carregador D Celular,https://produto.mercadolivre.com.br/MLB-2822661945-fone-de-ouvido-f9-5-bluetooth-original-carregador-d-celular-_JM#position=11&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Muito bom top.,very good top
180,fones de ouvido sem fio,Fone De Ouvido Bluetooth Original Tws In-ear Com Anatel,https://produto.mercadolivre.com.br/MLB-2644791475-fone-de-ouvido-bluetooth-original-tws-in-ear-com-anatel-_JM#position=13&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Top d mais.,top d most
181,fones de ouvido sem fio,Fone De Ouvido Sem Fio Bluetooth In-ear Tws Com Anatel,https://produto.mercadolivre.com.br/MLB-2883158232-fone-de-ouvido-sem-fio-bluetooth-in-ear-tws-com-anatel-_JM#position=28&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Adorei o fone.,i love the headset
182,fones de ouvido sem fio,Fone Bluetooth Tws F9 Ouvido À Prova D'água Sem Fio,https://produto.mercadolivre.com.br/MLB-2698763681-fone-bluetooth-tws-f9-ouvido-prova-dagua-sem-fio-_JM#position=14&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Ameiiii super recomendo.,i love it i highly recommend it
183,fones de ouvido sem fio,Fone De Ouvido Bluetooth 5.0 Par Sem Fio Duplo Premium,https://produto.mercadolivre.com.br/MLB-3294260511-fone-de-ouvido-bluetooth-50-par-sem-fio-duplo-premium-_JM#position=17&search_layout=stack&type=item&tracking_id=f4be3c49-16be-4f33-9e6a-ab03c024a3e0,Eu achei o produto muito bom.,i found the product very good
184,fritadeira,Fritadeira Oven Fryer 3 Em 1 Ofrt780 12 Litros Preta Oster,https://produto.mercadolivre.com.br/MLB-2987182379-fritadeira-oven-fryer-3-em-1-ofrt780-12-litros-preta-oster-_JM#position=42&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,Super bonita e eficiente.,super beautiful and efficient
185,fritadeira,"Fritadeira Elétrica Sem Óleo Air Fryer Multi 3,5 Litros",https://produto.mercadolivre.com.br/MLB-3037666729-fritadeira-eletrica-sem-oleo-air-fryer-multi-35-litros-_JM#position=48&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,Muito boa fiquei com medo por causa da marca mais me surpreendeu.,very good i was scared because of the brand most surprised me
186,fritadeira,"Fritadeira Elétrica Sem Óleo Air Fryer Multi 3,5 Litros",https://produto.mercadolivre.com.br/MLB-3037666729-fritadeira-eletrica-sem-oleo-air-fryer-multi-35-litros-_JM#position=48&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,Super recomendo.,i highly recommend it
187,fritadeira,"Fritadeira Elétrica Sem Óleo Gaabor Digital 4,5l Com Visor",https://produto.mercadolivre.com.br/MLB-2894354634-fritadeira-eletrica-sem-oleo-gaabor-digital-45l-com-visor-_JM#position=54&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,"Simplesmente perfeita, vale cada centavo.",simply perfect worth every penny
188,fritadeira,Fritadeira Air Fry Pfr15v Air Flow 4l Vermelha Philco 110v,https://produto.mercadolivre.com.br/MLB-2983097480-fritadeira-air-fry-pfr15v-air-flow-4l-vermelha-philco-110v-_JM#position=41&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,"Eu gostei bastante,estou satisfeito e indico.",i liked it a loti am satisfied and i recommend it
189,fritadeira,Fritadeira Oven Fryer 3 Em 1 Ofrt780 12 Litros Preta Oster,https://produto.mercadolivre.com.br/MLB-2987182379-fritadeira-oven-fryer-3-em-1-ofrt780-12-litros-preta-oster-_JM#position=42&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,Produto de boa qualidade.,good quality product
190,fritadeira,Fritadeira Oven Fryer 3 Em 1 Ofrt780 12 Litros Preta Oster,https://produto.mercadolivre.com.br/MLB-2987182379-fritadeira-oven-fryer-3-em-1-ofrt780-12-litros-preta-oster-_JM#position=42&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,Eu achei o produto excelente!!.,i found the product excellent
191,fritadeira,Fritadeira Sem Oleo Elétrica Air Fryer  110v/220v - Promoção,https://produto.mercadolivre.com.br/MLB-1347675094-fritadeira-sem-oleo-eletrica-air-fryer-110v220v-promoco-_JM#position=39&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,Era o que eu esperava deste produto.,thats what i expected from this product
192,fritadeira,Fritadeira Air Fry Pfr15v Air Flow 4l Vermelha Philco 110v,https://produto.mercadolivre.com.br/MLB-2983097480-fritadeira-air-fry-pfr15v-air-flow-4l-vermelha-philco-110v-_JM#position=41&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,"Maravilhosa.
Super indico.",wonderful
193,fritadeira,Fritadeira Air Fry Pfr15v Air Flow 4l Vermelha Philco 110v,https://produto.mercadolivre.com.br/MLB-2983097480-fritadeira-air-fry-pfr15v-air-flow-4l-vermelha-philco-110v-_JM#position=41&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,Acho que fiz boa compra!.,i think i made a good purchase
194,fritadeira,Fritadeira Oven Fryer 3 Em 1 Ofrt780 12 Litros Preta Oster,https://produto.mercadolivre.com.br/MLB-2987182379-fritadeira-oven-fryer-3-em-1-ofrt780-12-litros-preta-oster-_JM#position=42&search_layout=stack&type=item&tracking_id=aa906bc9-0c18-41ca-941a-03deb95dfbf4,Muito bom o aparelho.,very good device
195,impressora,Impressora Hp 2774 Wifi Multifuncional Deskjet Ink Advantage,https://produto.mercadolivre.com.br/MLB-2218536361-impressora-hp-2774-wifi-multifuncional-deskjet-ink-advantage-_JM#position=32&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,Uma merda muito ruim uma porcaria para instalar.,a very bad piece of shit a piece of crap to install
196,impressora,Multifuncional Ecotank L3250 Tanque De Tinta Wi-fi Epson,https://produto.mercadolivre.com.br/MLB-2023141137-multifuncional-ecotank-l3250-tanque-de-tinta-wi-fi-epson-_JM#position=39&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,"Considero o produto de excelente qualidade, atende muito bem as minhas necessidades.",i consider the product of excellent quality it meets my needs very well
197,impressora,Impressora Hp 2774 Wifi Multifuncional Deskjet Ink Advantage,https://produto.mercadolivre.com.br/MLB-2218536361-impressora-hp-2774-wifi-multifuncional-deskjet-ink-advantage-_JM#position=32&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,"Bom , apenas isso. Um bom produto.",well  thats it a good product
198,impressora,Impressora De Etiquetas Argox Os-2140 Usb/serial *só Hoje*,https://produto.mercadolivre.com.br/MLB-949458392-impressora-de-etiquetas-argox-os-2140-usbserial-so-hoje-_JM#position=53&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,Excelente produto!.,excellent product 
199,impressora,Impressora Multifuncional Epson Tanque De Tinta L3250 Wifi,https://produto.mercadolivre.com.br/MLB-2029134475-impressora-multifuncional-epson-tanque-de-tinta-l3250-wifi-_JM#position=31&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,Maravilhosa muito boa mesmo superou minhas expectativas.,wonderful very good indeed exceeded my expectations
200,impressora,Impressora Hp 2774 Wifi Multifuncional Deskjet Ink Advantage,https://produto.mercadolivre.com.br/MLB-2218536361-impressora-hp-2774-wifi-multifuncional-deskjet-ink-advantage-_JM#position=32&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,Amei! recomendo!.,i love it i recommend it
201,impressora,Impressora Hp 2774 Wifi Multifuncional Deskjet Ink Advantage,https://produto.mercadolivre.com.br/MLB-2218536361-impressora-hp-2774-wifi-multifuncional-deskjet-ink-advantage-_JM#position=32&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,"Excelente produto, en hp se pode confiar.",excellent product in hp can be trusted
202,impressora,Mini Impressora 58mm Bluetooth Térmica Android Ios 5 Bobina,https://produto.mercadolivre.com.br/MLB-1737397121-mini-impressora-58mm-bluetooth-termica-android-ios-5-bobina-_JM#position=29&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,"Muito bom, cumpre o que promete.",very good fulfill what you promise
203,impressora,Impressora Multifuncional Epson Tanque De Tinta L3250 Wifi,https://produto.mercadolivre.com.br/MLB-2029134475-impressora-multifuncional-epson-tanque-de-tinta-l3250-wifi-_JM#position=31&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,Produto muito bom igual o esperado.,very good product as expected
204,impressora,Impressora Multifuncional Epson Tanque De Tinta L3250 Wifi,https://produto.mercadolivre.com.br/MLB-2029134475-impressora-multifuncional-epson-tanque-de-tinta-l3250-wifi-_JM#position=31&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,Produto de excelente qualidade.,excellent product quality
205,impressora,Impressora Multifuncional Epson Tanque De Tinta L3250 Wifi,https://produto.mercadolivre.com.br/MLB-2029134475-impressora-multifuncional-epson-tanque-de-tinta-l3250-wifi-_JM#position=31&search_layout=grid&type=item&tracking_id=d780e9b6-7c58-409c-9c1f-ce0ab9f59695,"Muito boa , atendeu todas as expectativas recomendo a todos que procuram uma boa impressora nota dez.",very good  met all expectations recommend to everyone looking for a good printer grade ten
206,joias,Cordão Banhada A Ouro 18k 70 Cm + Pulseira E Pingente,https://produto.mercadolivre.com.br/MLB-1408915757-cordo-banhada-a-ouro-18k-70-cm-pulseira-e-pingente-_JM#position=26&search_layout=grid&type=item&tracking_id=08d61f6d-8e6d-4789-bf44-6c4182c63459,Achei q corrente. Era mais grossa porque na mostra q ela e grossa.,i thought it was current it was thicker because it doesnt show that it is thick
207,joias,Corrente Colar Feminina Veneziana De Prata 925 Ponto De Luz,https://produto.mercadolivre.com.br/MLB-1633745690-corrente-colar-feminina-veneziana-de-prata-925-ponto-de-luz-_JM#position=20&search_layout=grid&type=item&tracking_id=08d61f6d-8e6d-4789-bf44-6c4182c63459,"Produto muito bom, excelente, adorei.",very good product excellent loved it
208,joias,Vestido Midi Canelado Com Cacharrel Manga Longa Gola Alta,https://produto.mercadolivre.com.br/MLB-1929218673-vestido-midi-canelado-com-cacharrel-manga-longa-gola-alta-_JM#position=20&search_layout=grid&type=item&tracking_id=c6bed7f6-ef9f-43ad-b9aa-651051b9dd2e,Minha filha amou.,minha filha
209,joias,Panela De Pressão Elétrica - 4 Litros - In Brasil,https://produto.mercadolivre.com.br/MLB-1058623535-panela-de-presso-eletrica-4-litros-in-brasil-_JM#position=36&search_layout=stack&type=item&tracking_id=5ed82d96-8ceb-4804-941a-b28d4c1308c5,"Maravilhosa comprei para dar de presente e tenho uma tambem faco bastante uso,recomendo.",wonderful bought to give as a gift and i also have a lot of userecommend
210,joias,Panela De Pressão Elétrica - 4 Litros - In Brasil,https://produto.mercadolivre.com.br/MLB-1058623535-panela-de-presso-eletrica-4-litros-in-brasil-_JM#position=36&search_layout=stack&type=item&tracking_id=5ed82d96-8ceb-4804-941a-b28d4c1308c5,"Compromissado com o consumidor.
Otima compra!.","committed to the consumer
great purchase"
211,joias,Relógio Masculino Banhado A Ouro Original Barato + Pulseira,https://produto.mercadolivre.com.br/MLB-2097964183-relogio-masculino-banhado-a-ouro-original-barato-pulseira-_JM#position=29&search_layout=grid&type=item&tracking_id=f304a51f-93b7-410f-bb24-bd7b0eb2f73d,"Amei!!,muito bom o produto realmente o que eu espera.",loved itvery good product really what i expect
212,joias,Kit 3 Pulseira Colorida Mi Band 4 /mi Band 3 Pronta Entrega,https://produto.mercadolivre.com.br/MLB-1822702093-kit-3-pulseira-colorida-mi-band-4-mi-band-3-pronta-entrega-_JM#position=47&search_layout=stack&type=item&tracking_id=40f5ebc7-fb10-40cc-8675-f0e21b938253,"Nao se adpta bem a mi band 4, sendo deslocada com qualquer movimento mais brusco.",it does not fit well to mi band 4 being displaced with any more sudden movement
213,joias,Relógio Champion Feminino Dourado Luxo + Pulseira Berloque,https://produto.mercadolivre.com.br/MLB-1101951078-relogio-champion-feminino-dourado-luxo-pulseira-berloque-_JM#position=34&search_layout=grid&type=item&tracking_id=f304a51f-93b7-410f-bb24-bd7b0eb2f73d,Bom produto.,good product
214,joias,Medalha Pingente São Bento Dupla Face Aço Cirúrgico Prata,https://produto.mercadolivre.com.br/MLB-1049600705-medalha-pingente-so-bento-dupla-face-aco-cirurgico-prata-_JM#position=54&search_layout=grid&type=item&tracking_id=08d61f6d-8e6d-4789-bf44-6c4182c63459,"Extremamente top, qualidade de detalhes e nitidez.",extremely top detail quality and sharpness
215,joias,"Presente Esposa, Namorada Noiva Colar Prata De Lei Ponto Luz",https://produto.mercadolivre.com.br/MLB-2683437311-presente-esposa-namorada-noiva-colar-prata-de-lei-ponto-luz-_JM#position=11&search_layout=grid&type=item&tracking_id=08d61f6d-8e6d-4789-bf44-6c4182c63459,Adorei o produto.,i loved the product
216,joias,Medalha Pingente São Bento Dupla Face Aço Cirúrgico Prata,https://produto.mercadolivre.com.br/MLB-1049600705-medalha-pingente-so-bento-dupla-face-aco-cirurgico-prata-_JM#position=54&search_layout=grid&type=item&tracking_id=08d61f6d-8e6d-4789-bf44-6c4182c63459,Produto lindo e com excelente acabamento.,beautiful product with excellent finish
217,liquidificador,Liquidificador Portátil Shakeira Eletrica Para Academia Whey,https://produto.mercadolivre.com.br/MLB-2783612166-liquidificador-portatil-shakeira-eletrica-para-academia-whey-_JM#position=42&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,Muito shing ling.,very shing ling
218,liquidificador,Liquidificador Portátil Usb Momo Lifestyle: Blender Retrátil,https://produto.mercadolivre.com.br/MLB-1367144264-liquidificador-portatil-usb-momo-lifestyle-blender-retratil-_JM#position=53&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,O produto e bom gostei bastante.,the product is good and i liked it a lot
219,liquidificador,Liquidificador Alta Rotação 2 Litros Industrial 18000 Rpm,https://produto.mercadolivre.com.br/MLB-1890283201-liquidificador-alta-rotaco-2-litros-industrial-18000-rpm-_JM#position=43&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,Gostei demais.,i liked it too much
220,liquidificador,Liquidificador Britânia Blq1380p Pro Maxx 6 Inox 3l 1200w,https://produto.mercadolivre.com.br/MLB-3301432183-liquidificador-britnia-blq1380p-pro-maxx-6-inox-3l-1200w-_JM#position=45&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,Muito bom.,very good
221,liquidificador,Mini Liquidificador Portátil Shake Cup Suco + Cabo Usb,https://produto.mercadolivre.com.br/MLB-2750682195-mini-liquidificador-portatil-shake-cup-suco-cabo-usb-_JM#position=49&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,Gostei muito do produto. Funciona bem. Atingiu minhas espectativas.,i really liked the product it works well it has met my expectations
222,liquidificador,Liquidificador Alta Rotação 2 Litros Industrial 18000 Rpm,https://produto.mercadolivre.com.br/MLB-1890283201-liquidificador-alta-rotaco-2-litros-industrial-18000-rpm-_JM#position=43&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,Eu achei bom.,i thought it was good
223,liquidificador,Liquidificador Alta Rotação 2 Litros Industrial 18000 Rpm,https://produto.mercadolivre.com.br/MLB-1890283201-liquidificador-alta-rotaco-2-litros-industrial-18000-rpm-_JM#position=43&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,"O produto apresenta gosto nos alimentos quando batido, sucos ou bolo. Gosto de cola.",the product tastes like food when shaken juices or cake i like glue
224,liquidificador,Liquidificador Portátil Usb Momo Lifestyle: Blender Retrátil,https://produto.mercadolivre.com.br/MLB-1367144264-liquidificador-portatil-usb-momo-lifestyle-blender-retratil-_JM#position=53&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,"Ideal para o dia a dia shaikes,sucos etc(coisas mais simples e praticas). Seria melhor se fosse com copo destacavel e um ciclo automatico continuo.",ideal for everyday shakesjuices etcsimpler and more practical things it would be better if it was with detachable cup and a continuous automatic cycle
225,liquidificador,Liquidificador Portátil Usb Momo Lifestyle: Blender Retrátil,https://produto.mercadolivre.com.br/MLB-1367144264-liquidificador-portatil-usb-momo-lifestyle-blender-retratil-_JM#position=53&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,Atendeu as espectativas.,it met expectations
226,liquidificador,Liquidificador Alta Rotação 2 Litros Industrial 18000 Rpm,https://produto.mercadolivre.com.br/MLB-1890283201-liquidificador-alta-rotaco-2-litros-industrial-18000-rpm-_JM#position=43&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,Muito bom eu recomendo.,very good i recommend it
227,liquidificador,Mini Liquidificador Portátil Shake Cup Suco + Cabo Usb,https://produto.mercadolivre.com.br/MLB-2750682195-mini-liquidificador-portatil-shake-cup-suco-cabo-usb-_JM#position=49&search_layout=stack&type=item&tracking_id=19207738-b417-4b16-ada4-a166d080eef5,"Veio com defeito, vazando pela lateral.",it came defective leaking from the side
